species_name,species_code,unique_gene_identifiers,other_gene_identifiers,gene_models,text_unprocessed,annotations,reference_name,reference_link,reference_file
Oryza sativa,osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,small glume,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,round glumes,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,thick internodes,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,LeuC1|At4g13430,,At4g13430,Abnormal aliphatic glucosinolate composition,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,LeuC1|At4g13430,,At4g13430,Elevated levels of intermediates of leucine biosynthesis,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,LeuC1|At4g13430,,At4g13430,Elevated levels of intermediates of methionine chain elongation,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,SBE2.1|At2g36390,Starch Branching Enzyme,At2g36390,Abnormal amylopectin structure,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,RWP1|At5g41040,,At5g41040,Abnormal aromatic suberin biosynthesis,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,CYP97A3|At1g31800,Cytochrome P450-Type Monooxygenase,At1g31800,Abnormal carotenoid levels,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,CRC|At1g69180,Crabs Claw,At1g69180,Abnormal carpel development,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,SPT|At4g36930,Spatula,At4g36930,Abnormal carpel development,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,COB|At5g60920,Cobra,At5g60920,Abnormal cell expansion orientation,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,COB|At5g60920,Cobra,At5g60920,Reduced crystalline cellulose in root,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,ARAD1|At2g35100,Arabinan Deficient,At2g35100,Abnormal cell wall composition,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,ARAD1|At2g35100,Arabinan Deficient,At2g35100,Low arabinose levels,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,PMI1|At1g42550,Plastid Movement Impaired,At1g42550,Abnormal chloroplast movement under a variety of light fluence rates,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,JAC1|At1g75100,J-Domain Protein Required for Chloroplast Accumulation Response,At1g75100,Abnormal chloroplast movement in the dark,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,JAC1|At1g75100,J-Domain Protein Required for Chloroplast Accumulation Response,At1g75100,Abnormal chloroplast movement under weak blue light,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,CHUP1|At3g25690,Chloroplast Unusual Positioning,At3g25690,Abnormal chloroplast positioning,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,PCL1|At3g46640,Phytoclock,At3g46640,Abnormal circadian rhythms,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,ZTL|At5g57360,Zeitlupe,At5g57360,Abnormal circadian rhythms,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,JMJ30|At3g20810,Jumonji Domain Containing,At3g20810,Abnormal circadian rhythms in leaf movements,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,RHM1|At1g78570,Rhamnose Biosynthesis,At1g78570,Abnormal cotyledon growth,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,RHM1|At1g78570,Rhamnose Biosynthesis,At1g78570,Deformed trichomes,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,RHM1|At1g78570,Rhamnose Biosynthesis,At1g78570,Slightly shorter root hairs,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,RHM1|At1g78570,Rhamnose Biosynthesis,At1g78570,Slightly shorter roots,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Abnormal cotyledon morphology,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Collapsed root tip,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Complete loss of flower formation,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Disorganized vascular patterning,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,High penetrance of complete loss of flowering,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Small rosette,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Sterile,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Thick leaves,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Thick roots,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Uneven leaf margins,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,FKD1|At3g63300,Forked,At3g63300,Abnormal cotyledon vascular patterning,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,TRN1|At5g55540,Tornado,At5g55540,Abnormal division of lateral root cap,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,TRN1|At5g55540,Tornado,At5g55540,Abnormal positioning of lateral root cap,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,DMS3|At3g49250,Defective in Meristem Silencing,At3g49250,Abnormal DNA methylation,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,abnormal embryo development,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,incomplete penetrance of seedling lethality,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,abnormal leaf morphology,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,short roots,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,few lateral roots,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,short panicle,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,elongated bracts,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,abnormal spikelet morphology,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,reduced floral organ number,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,sterile,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,FAD3|At2g29980,Fatty Acid Desaturase,At2g29980,Abnormal fatty acid composition,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,CYP86B1|At5g23190,Cytochrome P450,At5g23190,Abnormal fatty acid composition,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,FAD4|At4g27030,Fatty Acid Desaturase,At4g27030,Abnormal fatty acid composition,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,FAD4|At4g27030,Fatty Acid Desaturase,At4g27030,Elevated palmitic acid levels,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,At1g10310,,At1g10310,Abnormal fatty acid levels,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,ANT|At4g37750,Aintegumenta,At4g37750,Abnormal flower development,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,ANT|At4g37750,Aintegumenta,At4g37750,Abnormal ovule development,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,PRS|At2g28610,Pressed Flower,At2g28610,Abnormal flower morphology,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,ETT|At2g33860,Ettin,At2g33860,Abnormal flower morphology,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,TSL|At5g20930,Tousled,At5g20930,Abnormal flower morphology,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,SAP|At5g35770,Sterile Apetala,At5g35770,Abnormal flower morphology,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,OLEO2|At5g40420,Oleosin-deficient mutant,At5g40420,Abnormal germination,,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
