species_name,species_code,unique_gene_identifiers,other_gene_identifiers,gene_models,text_unprocessed,annotations,reference_name,reference_link,reference_file
Medicago truncatula,mtr,cyp716A12|Medtr3g021350,lha|cytochrome P450 monoxygenase,Medtr3g021350,,GO:0016135|PATO:0001236|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Medicago truncatula,mtr,cyp716A12|Medtr3g021350,lha|cytochrome P450 monoxygenase,Medtr3g021350,,PO:0000003|PATO:0000587,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Medicago truncatula,mtr,cyp716A12|Medtr3g021180,lha|cytochrome P450 monoxygenase,Medtr3g021180,,GO:0016135|PATO:0001236|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Medicago truncatula,mtr,cyp716A12|Medtr3g021180,lha|cytochrome P450 monoxygenase,Medtr3g021180,,PO:0000003|PATO:0000587,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,,PO:0009037|PATO:0000646|PO:0007130,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,,PO:0009038|PATO:0000646|PO:0007130,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,,PO:0009029|PATO:0001511|PO:0007130,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,,PO:0000003|PATO:0000890|PO:0007130,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,,PO:0009029|PATO:0000646|PO:0007130,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,,PO:0009082|PATO:0002002|PO:0009030|PO:0007130,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,,PO:0009082|PATO:0002001|PO:0009029|PO:0007130,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,,PO:0009082|PATO:0002002|PO:0009072|PO:0007130,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,,PO:0000003|PATO:0000888|PO:0007130,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Zea mays ssp mays,zma,d9|GRMZM2G024973,D9-N2319|dwarf plant9,GRMZM2G024973,,PO:0000003|PATO:0000569,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Zea mays ssp mays,zma,d9|GRMZM2G024973,D9-N2319|dwarf plant9,GRMZM2G024973,,PO:0009025|PATO:0000600,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Zea mays ssp mays,zma,d9|GRMZM2G024973,D9-N2319|dwarf plant9,GRMZM2G024973,,PO:0020126|PATO:0001485,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Zea mays ssp mays,zma,d8|GRMZM2G144744,D8-Mpl|dwarf plant8,GRMZM2G144744,,PO:0000003|PATO:0000569,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Zea mays ssp mays,zma,d8|GRMZM2G144744,D8-Mpl|dwarf plant8,GRMZM2G144744,,PO:0009025|PATO:0000600,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Zea mays ssp mays,zma,d8|GRMZM2G144744,D8-Mpl|dwarf plant8,GRMZM2G144744,,PO:0020126|PATO:0001485,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,,PO:0009001|PATO:0000587|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,,PO:0006341|PATO:0000569|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,,PO:0009047|PATO:0000569|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,,PO:0009025|PATO:0000574|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,,PO:0009025|PATO:0000600|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,,PO:0009025|PATO:0001249|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,,PO:0009049|PATO:0002180|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,,PO:0009049|PATO:0001485|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,,PO:0009039|PATO:0000587|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,,PO:0009039|PATO:0000411|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,,PO:0005005|PATO:0000591|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,LeuC1|At4g13430,,At4g13430,,PO:0000003|PATO:0000025|PATO:0000460|CHEBI:24279,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,LeuC1|At4g13430,,At4g13430,,PO:0000003|PATO:0001162|CHEBI:24431|GO:0009098,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,LeuC1|At4g13430,,At4g13430,,PO:0000003|PATO:0001162|CHEBI:24431|GO:0009086,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,SBE2.1|At2g36390,Starch Branching Enzyme,At2g36390,,PO:0000003|PATO:0000141|PATO:0000460|CHEBI:28057,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,RWP1|At5g41040,,At5g41040,,GO:0009058|CHEBI:60973|PATO:0001236|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,CYP97A3|At1g31800,Cytochrome P450-Type Monooxygenase,At1g31800,,PO:0000003|PATO:0000033|PATO:0000460|CHEBI:23044,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,CRC|At1g69180,Crabs Claw,At1g69180,,GO:0048440|PATO:0001236|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,SPT|At4g36930,Spatula,At4g36930,,GO:0048440|PATO:0001236|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,COB|At5g60920,Cobra,At5g60920,,GO:0016049|PATO:0001236|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,COB|At5g60920,Cobra,At5g60920,,PO:0025025|PATO:0001163|CHEBI:62968,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,ARAD1|At2g35100,Arabinan Deficient,At2g35100,,GO:0005618|PATO:0000025|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,ARAD1|At2g35100,Arabinan Deficient,At2g35100,,PO:0000003|PATO:0001163|CHEBI:22599,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,PMI1|At1g42550,Plastid Movement Impaired,At1g42550,,GO:0009507|PATO:0001906|PATO:0000460|EO:0007196,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,JAC1|At1g75100,J-Domain Protein Required for Chloroplast Accumulation Response,At1g75100,,GO:0009902|PATO:0001236|PATO:0000460|EO:0007270,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,JAC1|At1g75100,J-Domain Protein Required for Chloroplast Accumulation Response,At1g75100,,GO:0009507|PATO:0001906|PATO:0000460|EO:0007218,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,CHUP1|At3g25690,Chloroplast Unusual Positioning,At3g25690,,GO:0019750|PATO:0001529|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,PCL1|At3g46640,Phytoclock,At3g46640,,GO:0007623|PATO:0002323|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,ZTL|At5g57360,Zeitlupe,At5g57360,,GO:0007623|PATO:0002323|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,JMJ30|At3g20810,Jumonji Domain Containing,At3g20810,,GO:0007623|PO:0009025|PATO:0001236|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,RHM1|At1g78570,Rhamnose Biosynthesis,At1g78570,,GO:0048825|PATO:0001236|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,RHM1|At1g78570,Rhamnose Biosynthesis,At1g78570,,PO:0000282|PATO:0001617,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,RHM1|At1g78570,Rhamnose Biosynthesis,At1g78570,,GO:0035618|PATO:0000574,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,RHM1|At1g78570,Rhamnose Biosynthesis,At1g78570,,PO:0025025|PATO:0000574,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,,PO:0020030|PATO:0000051|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,,PO:0000025|PATO:0001478,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,,GO:0009908|PATO:0002052,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,,PO:0000034|PATO:0000937,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,,GO:0010228|PATO:0002052,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,,PO:0025022|PATO:0000587,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,,PO:0009046|PATO:0000274|PATO:0000462,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,,PO:0009025|PATO:0000591,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,,PO:0025025|PATO:0000591,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,,PO:0020128|PATO:0001810,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,FKD1|At3g63300,Forked,At3g63300,,PO:0000035|PATO:0000060|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,TRN1|At5g55540,Tornado,At5g55540,,GO:0051301|PO:0020131|PATO:0001236|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,TRN1|At5g55540,Tornado,At5g55540,,PO:0020131|PATO:0000140|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,DMS3|At3g49250,Defective in Meristem Silencing,At3g49250,,GO:0006306|PATO:0001236|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,,GO:0009790|PATO:0001236|PATO:0000460|PO:0007631,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,,PO:0000003|PATO:0001768|PO:0007112,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,,PO:0009025|PATO:0000051|PATO:0000460|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,,PO:0025025|PATO:0000574|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,,PO:0000003|PATO:0002001|PO:0020121|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,,PO:0009049|PATO:0000574|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,,PO:0009055|PATO:0001154|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,,PO:0009051|PATO:0000051|PATO:0000460|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,,PO:0000003|PATO:0002001|PO:0025395|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Oryza sativa,osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,,PO:0000003|PATO:0000956|PO:0028002,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,FAD3|At2g29980,Fatty Acid Desaturase,At2g29980,,PO:0000003|PATO:0000025|PATO:0000460|CHEBI:35366,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,CYP86B1|At5g23190,Cytochrome P450,At5g23190,,PO:0000003|PATO:0000025|PATO:0000460|CHEBI:35366,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,FAD4|At4g27030,Fatty Acid Desaturase,At4g27030,,PO:0000003|PATO:0000025|PATO:0000460|CHEBI:35366,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,FAD4|At4g27030,Fatty Acid Desaturase,At4g27030,,PO:0000003|PATO:0001162|CHEBI:15756,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,At1g10310,,At1g10310,,PO:0000003|PATO:0000033|PATO:0000460|CHEBI:35366,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,ANT|At4g37750,Aintegumenta,At4g37750,,GO:0009908|PATO:0001236|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,ANT|At4g37750,Aintegumenta,At4g37750,,GO:0048481|PATO:0001236|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,PRS|At2g28610,Pressed Flower,At2g28610,,PO:0009046|PATO:0000051|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,ETT|At2g33860,Ettin,At2g33860,,PO:0009046|PATO:0000051|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
Arabidopsis thaliana,ath,TSL|At5g20930,Tousled,At5g20930,,PO:0009046|PATO:0000051|PATO:0000460,"Oellrich, Walls et al., 2015",https://plantmethods.biomedcentral.com/articles/10.1186/s13007-015-0053-y,13007_2015_53_MOESM1_ESM.csv
